Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Bachelors,2014.0,Bangalore,3.0,29.0,MALE,,1.0,0.0
Bachelors,2016.0,Bangalore,3.0,,Male,No,5.0,
Bachelors,2015.0,Bangalore,3.0,28.0,Male,Yes,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,,Pune,3.0,29.0,Male,No,5.0,0.0
Bachelors,2014.0,Bangalore,3.0,29.0,Male,No,0.0,0.0
Masters,2013.0,Bangalore,3.0,30.0,Male,No,5.0,1.0
Bachelors,2017.0,New Delhi,3.0,30.0,Female,,3.0,0.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,no,5.0,0.0
PHD,2015.0,Pune,2.0,30.0,female,No,4.0,0.0
Masters,2014.0,bangalore,3.0,30.0,Male,,4.0,1.0
Masters,2017.0,New Delhi,2.0,27.0,Male,No,5.0,1.0
Bachelors,2013.0,Pune,3.0,30.0,Male,No,0.0,0.0
MASTERS,2017.0,Pune,2.0,140.47735463165102,Male,No,0.0,0.0
MASTERS,2017.0,New Delhi,2.0,29.0,Female,No,2.0,0.0
Masters,2017.0,NEW DELHI,2.0,29.0,Male,No,2.0,0.0
Bachelors,2014.0,Bangalore,1.0,27.0,Male,No,5.0,1.0
Bachelors,2012.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Masters,2018.0,New Delhi,3.0,30.0,Female,No,4.0,1.0
Bachelors,2015.0,Bangalore,3.0,29.0,Female,No,,0.0
Bachelors,2014.0,Pune,3.0,26.0,FEMALE,No,4.0,1.0
Masters,2104.426204825029,Pune,3.0,28.0,Male,No,2.0,0.0
Bachelors,2015.0,NEW DELHI,3.0,28.0,Female,No,4.0,0.0
Bachelors,2015.0,Bangalore,3.0,30.0,Male,No,0.0,0.0
Bachelors,2014.0,Bangalore,3.0,,Female,No,3.0,0.0
Bachelors,2017.0,Bangalore,3.0,28.0,Male,No,4.0,0.0
Bachelors,2013.0,Bangalore,3.0,26.0,Male,No,,0.0
Bachelors,2015.0,Bangalore,3.0,28.0,Female,No,0.0,0.0
Bachelors,error,Pune,,28.0,Female,No,2.0,1.0
Masters,2013.0,,3.0,27.0,Female,Yes,5.0,1.0
Bachelors,2016.0,,3.0,27.0,Male,No,5.0,1.0
Bachelors,,Pune,3.0,29.0,Male,No,1.0,0.0
Bachelors,2015.0,Pune,2.0,28.0,,No,0.0,1.0
Bachelors,2018.0,Pune,3.0,30.0,Male,Yes,3.0,1.0
Bachelors,2016.0,Bangalore,3.0,29.0,Male,No,5.0,0.0
Masters,2013.0,New Delhi,,27.0,Female,No,73.1163750232798,1.0
Masters,2017.0,New Delhi,2.0,30.0,Male,No,2.0,0.0
Bachelors,2012.0,New Delhi,3.0,26.0,Male,No,4.0,
Bachelors,2016.0,bangalore,3.0,30.0,Male,No,2.0,1.0
Bachelors,2017.0,New Delhi,,29.0,Male,No,3.0,1.0
Bachelors,2017.0,Pune,2.0,28.0,Male,No,3.0,22.207526878212015
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Bangalore,3.0,29.0,Male,Yes,4.0,0.0
Bachelors,2013.0,Bangalore,3.0,30.0,Male,No,5.0,22.207526878212015
Bachelors,2104.426204825029,Bangalore,,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2012.0,Bangalore,3.0,29.0,Male,Yes,2.0,1.0
masters,2015.0,Bangalore,3.0,28.0,Male,No,0.0,1.0
Bachelors,2014.0,New Delhi,3.0,29.0,Female,No,2.0,0.0
MASTERS,2015.0,Pune,3.0,-47.0,Female,No,4.0,0.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
BACHELORS,2013.0,Pune,3.0,,Female,No,5.0,1.0
,error,BANGALORE,3.0,,Male,No,1.0,1.0
Masters,2014.0,Pune,3.0,30.0,Male,No,2.0,0.0
Bachelors,2015.0,New Delhi,3.0,28.0,Female,NO,4.0,0.0
Bachelors,2013.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,,bangalore,,28.0,Male,No,5.0,0.0
Bachelors,2017.0,NONE,25.104331005232446,28.0,Female,No,0.0,1.0
Bachelors,2016.0,Bangalore,3.0,27.0,Male,Yes,5.0,0.0
,2013.0,Bangalore,25.104331005232446,28.0,Male,,5.0,0.0
Masters,2013.0,New Delhi,3.0,30.0,Male,,2.0,1.0
Masters,2013.0,New Delhi,1.0,29.0,Female,No,2.0,1.0
Bachelors,2017.0,Bangalore,3.0,26.0,Male,,4.0,0.0
Bachelors,2015.0,Pune,3.0,28.0,Male,,3.0,0.0
Bachelors,2013.0,Bangalore,3.0,29.0,Male,No,2.0,0.0
Masters,2017.0,New Delhi,2.0,28.0,Female,No,2.0,0.0
Masters,2017.0,New Delhi,2.0,30.0,Female,,73.1163750232798,0.0
PHD,2013.0,New Delhi,error,27.0,Female,No,5.0,0.0
Bachelors,2104.426204825029,Pune,3.0,26.0,Male,No,73.1163750232798,0.0
Bachelors,2017.0,New Delhi,2.0,26.0,Female,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Female,No,1.0,1.0
Bachelors,,Pune,,27.0,Female,No,5.0,1.0
Bachelors,2012.0,Bangalore,,27.0,Female,No,5.0,
Bachelors,,Bangalore,3.0,26.0,male,No,4.0,1.0
Bachelors,2016.0,Bangalore,3.0,27.0,Male,Yes,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Bachelors,2015.0,pune,3.0,29.0,,No,1.0,0.0
Bachelors,2018.0,Bangalore,3.0,26.0,Male,No,4.0,1.0
Bachelors,2012.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
Bachelors,2017.0,Bangalore,3.0,27.0,Male,Yes,,0.0
Bachelors,2015.0,Pune,3.0,30.0,Female,No,0.0,1.0
Bachelors,,Bangalore,25.104331005232446,30.0,Male,No,3.0,0.0
PHD,2012.0,new delhi,3.0,29.0,Male,No,5.0,0.0
Bachelors,2016.0,Pune,,29.0,,No,5.0,0.0
Bachelors,2014.0,Bangalore,,26.0,Female,Yes,4.0,0.0
PHD,2014.0,New Delhi,3.0,28.0,Female,No,,0.0
Bachelors,error,Bangalore,3.0,28.0,Male,NO,1.0,1.0
Bachelors,2013.0,New Delhi,3.0,27.0,,Yes,,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2018.0,bangalore,3.0,29.0,Male,No,0.0,1.0
Bachelors,2016.0,Bangalore,25.104331005232446,29.0,Male,No,3.0,0.0
Bachelors,2018.0,Pune,3.0,140.47735463165102,Female,No,2.0,1.0
Bachelors,2013.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2014.0,pune,3.0,29.0,Male,No,3.0,0.0
Bachelors,2013.0,Pune,3.0,30.0,Male,No,4.0,0.0
,2015.0,New Delhi,3.0,29.0,Male,No,2.0,0.0
bachelors,2018.0,PUNE,3.0,27.0,Male,No,5.0,1.0
Bachelors,2016.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
BACHELORS,2015.0,Bangalore,3.0,140.47735463165102,Male,No,1.0,0.0
Bachelors,,Bangalore,3.0,30.0,Male,No,0.0,0.0
Bachelors,error,Bangalore,25.104331005232446,28.0,Female,No,1.0,0.0
Bachelors,2017.0,New Delhi,,26.0,Female,No,4.0,0.0
Bachelors,2014.0,pune,2.0,29.0,Female,,,1.0
PHD,2013.0,New Delhi,3.0,30.0,Female,No,2.0,0.0
Bachelors,,Bangalore,3.0,28.0,MALE,Yes,3.0,0.0
Bachelors,2015.0,Bangalore,3.0,28.0,Male,No,1.0,0.0
Bachelors,2016.0,Pune,,28.0,Male,No,5.0,0.0
Bachelors,2017.0,Pune,,28.0,Female,No,1.0,
Bachelors,2015.0,Bangalore,3.0,30.0,Male,No,4.0,0.0
,2012.0,New Delhi,3.0,-47.0,Male,No,5.0,0.0
Masters,,New Delhi,3.0,140.47735463165102,Female,Yes,2.0,0.0
Bachelors,2018.0,New Delhi,3.0,29.0,Female,No,2.0,1.0
Bachelors,2018.0,Bangalore,3.0,29.0,Male,No,0.0,1.0
Bachelors,2012.0,Bangalore,3.0,28.0,Female,No,0.0,0.0
Bachelors,2015.0,,2.0,28.0,Female,No,0.0,1.0
Masters,2017.0,New Delhi,2.0,27.0,Female,No,5.0,1.0
Bachelors,2018.0,Pune,3.0,28.0,Female,No,5.0,
Bachelors,2016.0,Pune,3.0,28.0,Male,No,1.0,0.0
Bachelors,2014.0,Bangalore,1.0,26.0,Male,No,73.1163750232798,1.0
Bachelors,2014.0,new delhi,2.0,29.0,Female,No,3.0,1.0
Masters,2014.0,Pune,3.0,26.0,Male,,73.1163750232798,1.0
Bachelors,2017.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Pune,3.0,30.0,Male,No,4.0,1.0
Bachelors,2104.426204825029,Bangalore,3.0,-47.0,Male,No,3.0,0.0
Bachelors,2012.0,Bangalore,3.0,29.0,Male,No,2.0,1.0
Bachelors,2014.0,,3.0,26.0,Male,No,4.0,0.0
Bachelors,,Bangalore,3.0,26.0,Female,No,4.0,0.0
Masters,2017.0,New Delhi,,30.0,Female,No,2.0,1.0
Bachelors,2012.0,Pune,3.0,29.0,Male,No,0.0,0.0
Bachelors,2015.0,Pune,1.0,140.47735463165102,Female,,0.0,1.0
Bachelors,2017.0,bangalore,3.0,28.0,Male,No,3.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,Male,No,5.0,0.0
Bachelors,2017.0,Pune,2.0,30.0,,No,4.0,1.0
Bachelors,2017.0,Pune,2.0,,Male,No,5.0,0.0
,2014.0,New Delhi,3.0,27.0,Female,No,5.0,1.0
Bachelors,2012.0,Bangalore,3.0,28.0,Female,No,2.0,0.0
Bachelors,error,Bangalore,3.0,,Female,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,27.0,Female,No,5.0,1.0
Bachelors,2017.0,Pune,2.0,28.0,FEMALE,No,3.0,1.0
BACHELORS,2015.0,Bangalore,1.0,29.0,Male,No,4.0,0.0
Bachelors,2013.0,Bangalore,2.0,30.0,Male,NO,0.0,1.0
PHD,error,Bangalore,3.0,28.0,Male,No,73.1163750232798,1.0
Bachelors,2015.0,Pune,3.0,28.0,Female,No,3.0,1.0
,2015.0,,3.0,27.0,Male,no,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,30.0,Female,No,3.0,1.0
Bachelors,2012.0,Bangalore,3.0,29.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,27.0,Female,,5.0,
bachelors,2015.0,Bangalore,3.0,26.0,Female,No,4.0,0.0
,2016.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Bangalore,3.0,,Female,No,,0.0
Bachelors,2013.0,pune,3.0,28.0,Male,No,0.0,0.0
Bachelors,2014.0,Pune,3.0,140.47735463165102,Male,No,1.0,0.0
Bachelors,2017.0,New Delhi,2.0,27.0,Male,No,5.0,0.0
Bachelors,2104.426204825029,New Delhi,3.0,27.0,Female,No,,0.0
Bachelors,2017.0,Pune,3.0,30.0,Male,,5.0,0.0
Bachelors,2013.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,New Delhi,3.0,30.0,Female,Yes,3.0,0.0
bachelors,2013.0,Pune,2.0,30.0,Male,No,1.0,1.0
PHD,2015.0,New Delhi,3.0,27.0,Female,No,5.0,0.0
Bachelors,2014.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,27.0,Female,Yes,5.0,1.0
Masters,2017.0,New Delhi,2.0,29.0,Male,No,1.0,0.0
Bachelors,2013.0,New Delhi,3.0,28.0,Female,No,3.0,0.0
MASTERS,2012.0,Pune,3.0,29.0,Male,No,4.0,1.0
Bachelors,2014.0,New Delhi,3.0,28.0,Female,,3.0,0.0
Bachelors,2018.0,Bangalore,3.0,27.0,Male,Yes,5.0,1.0
Bachelors,2012.0,Bangalore,error,29.0,Male,No,1.0,0.0
Bachelors,2017.0,Pune,2.0,26.0,none,No,4.0,22.207526878212015
Bachelors,2014.0,Bangalore,3.0,30.0,,No,2.0,1.0
Bachelors,2014.0,New Delhi,3.0,29.0,Male,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,,Bangalore,3.0,27.0,Female,No,,0.0
Masters,2013.0,New Delhi,2.0,26.0,Male,No,4.0,22.207526878212015
Bachelors,2013.0,New Delhi,3.0,140.47735463165102,Female,No,2.0,0.0
Bachelors,2016.0,Bangalore,2.0,30.0,FEMALE,No,4.0,1.0
Bachelors,2017.0,New Delhi,3.0,29.0,Female,No,0.0,0.0
Bachelors,2018.0,Bangalore,3.0,28.0,Male,No,3.0,1.0
Bachelors,2014.0,Bangalore,3.0,140.47735463165102,Male,No,,0.0
Masters,2017.0,New Delhi,2.0,30.0,Female,No,2.0,0.0
Bachelors,2018.0,Bangalore,3.0,29.0,Male,Yes,2.0,1.0
bachelors,2017.0,new delhi,2.0,,Female,No,1.0,0.0
Bachelors,2013.0,Bangalore,2.0,27.0,Female,No,5.0,1.0
Bachelors,2015.0,Bangalore,3.0,30.0,,No,73.1163750232798,0.0
Bachelors,2012.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2016.0,Bangalore,3.0,26.0,Male,,4.0,0.0
Masters,2017.0,BANGALORE,2.0,30.0,Male,No,3.0,0.0
Masters,2017.0,NEW DELHI,,29.0,Male,No,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,28.0,Male,No,3.0,0.0
Masters,2017.0,New Delhi,3.0,27.0,male,No,73.1163750232798,1.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,No,,0.0
,2017.0,New Delhi,,27.0,Male,No,5.0,0.0
Bachelors,2016.0,Pune,3.0,30.0,MALE,No,0.0,0.0
Bachelors,2015.0,Bangalore,,29.0,Female,No,0.0,0.0
Bachelors,2015.0,Pune,2.0,-47.0,FEMALE,Yes,5.0,1.0
Bachelors,2013.0,Bangalore,3.0,26.0,female,No,4.0,0.0
Bachelors,2015.0,New Delhi,3.0,29.0,Male,No,1.0,0.0
Bachelors,2017.0,Bangalore,3.0,30.0,Male,No,4.0,0.0
PHD,2017.0,New Delhi,3.0,27.0,,No,5.0,0.0
PHD,2013.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,,Bangalore,3.0,28.0,Male,,1.0,
Bachelors,2013.0,Bangalore,3.0,29.0,Male,No,1.0,0.0
Masters,2017.0,Pune,,29.0,female,yes,2.0,1.0
Bachelors,2015.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,error,27.0,Female,No,5.0,0.0
Masters,2104.426204825029,Pune,3.0,26.0,Male,No,4.0,1.0
Bachelors,2012.0,NEW DELHI,1.0,27.0,female,No,5.0,1.0
Masters,2017.0,Pune,2.0,27.0,Male,Yes,5.0,1.0
Bachelors,2015.0,Pune,1.0,28.0,Female,No,0.0,1.0
Bachelors,2014.0,Bangalore,3.0,29.0,Male,No,4.0,1.0
Bachelors,2017.0,new delhi,3.0,29.0,Female,no,3.0,0.0
PHD,2015.0,Pune,2.0,26.0,Female,no,4.0,0.0
bachelors,2017.0,Bangalore,3.0,30.0,female,No,5.0,22.207526878212015
,2016.0,Pune,3.0,26.0,Male,No,4.0,0.0
Masters,2013.0,Pune,3.0,26.0,Male,No,4.0,1.0
Bachelors,2012.0,Pune,2.0,29.0,Female,No,2.0,1.0
bachelors,2018.0,Bangalore,3.0,30.0,Male,Yes,2.0,
Bachelors,2016.0,Bangalore,3.0,,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Bachelors,2018.0,Bangalore,2.0,28.0,Female,No,3.0,
Bachelors,2012.0,Bangalore,3.0,28.0,Male,No,0.0,1.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2012.0,Bangalore,3.0,28.0,Female,,0.0,0.0
Masters,2014.0,NEW DELHI,3.0,28.0,Male,No,2.0,
Bachelors,2012.0,Bangalore,3.0,,Female,No,4.0,0.0
Bachelors,2015.0,Pune,3.0,27.0,Male,,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,28.0,Male,Yes,2.0,0.0
Bachelors,2018.0,Pune,3.0,29.0,Male,Yes,3.0,1.0
,2014.0,New Delhi,3.0,29.0,,Yes,4.0,0.0
Bachelors,2015.0,Bangalore,3.0,29.0,Male,No,1.0,0.0
Masters,2018.0,Bangalore,3.0,27.0,MALE,Yes,5.0,1.0
Bachelors,2014.0,BANGALORE,3.0,28.0,Male,No,5.0,0.0
Masters,2017.0,Pune,2.0,27.0,Male,No,5.0,0.0
Bachelors,2017.0,Pune,2.0,,Male,No,5.0,0.0
Bachelors,2014.0,Bangalore,3.0,28.0,MALE,No,4.0,0.0
Bachelors,2017.0,New Delhi,2.0,26.0,Male,No,4.0,0.0
Bachelors,2017.0,Pune,3.0,29.0,Female,No,0.0,1.0
Bachelors,2012.0,Bangalore,25.104331005232446,26.0,Female,No,4.0,0.0
Bachelors,,New Delhi,2.0,26.0,Female,No,4.0,0.0
Bachelors,2017.0,Pune,2.0,26.0,Female,No,4.0,1.0
,2014.0,Bangalore,3.0,30.0,Male,No,1.0,0.0
Bachelors,2018.0,,3.0,29.0,Male,No,2.0,1.0
masters,2013.0,Bangalore,3.0,30.0,Male,No,2.0,1.0
Bachelors,2016.0,Bangalore,3.0,27.0,Female,No,,0.0
Bachelors,2016.0,New Delhi,3.0,26.0,Female,No,4.0,0.0
NONE,2104.426204825029,Bangalore,1.0,30.0,Male,No,,0.0
bachelors,2015.0,New Delhi,,30.0,Female,Yes,1.0,0.0
Bachelors,2013.0,,3.0,30.0,Male,No,0.0,0.0
Bachelors,2015.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2104.426204825029,Pune,,30.0,Female,No,1.0,1.0
PHD,2018.0,NONE,3.0,30.0,Male,No,2.0,1.0
Bachelors,2018.0,Bangalore,3.0,29.0,,Yes,1.0,1.0
Bachelors,2013.0,Bangalore,3.0,30.0,Male,Yes,0.0,
Bachelors,2017.0,Bangalore,3.0,140.47735463165102,Male,No,5.0,1.0
Bachelors,2016.0,New Delhi,3.0,29.0,Female,Yes,2.0,0.0
Bachelors,2013.0,Pune,,28.0,Male,No,5.0,0.0
Bachelors,2014.0,New Delhi,3.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,30.0,Female,No,1.0,1.0
Masters,,New Delhi,2.0,26.0,Male,No,4.0,1.0
Bachelors,,Bangalore,3.0,26.0,Male,No,4.0,0.0
Masters,2012.0,Pune,3.0,27.0,Male,Yes,5.0,1.0
Bachelors,2017.0,Bangalore,3.0,27.0,Female,No,5.0,0.0
Bachelors,,Bangalore,3.0,30.0,Male,No,1.0,0.0
Bachelors,,NEW DELHI,3.0,27.0,Male,No,5.0,0.0
Masters,2013.0,,3.0,-47.0,Male,No,,1.0
Bachelors,2016.0,Bangalore,3.0,29.0,Male,No,73.1163750232798,1.0
Bachelors,2016.0,Bangalore,3.0,28.0,Male,No,3.0,0.0
Masters,2017.0,New Delhi,3.0,29.0,Female,No,2.0,0.0
Bachelors,2014.0,NEW DELHI,3.0,26.0,Male,No,4.0,0.0
Masters,2018.0,New Delhi,3.0,30.0,,NO,2.0,1.0
,2014.0,Pune,3.0,27.0,Female,No,5.0,1.0
Bachelors,2017.0,Pune,3.0,29.0,,No,0.0,22.207526878212015
Masters,2016.0,NEW DELHI,3.0,30.0,Male,No,2.0,0.0
Masters,2017.0,New Delhi,3.0,,Male,No,3.0,1.0
Bachelors,2013.0,Pune,2.0,30.0,Female,No,1.0,1.0
Masters,2014.0,New Delhi,3.0,28.0,Female,No,3.0,0.0
Bachelors,2013.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2017.0,Bangalore,1.0,30.0,Male,No,2.0,0.0
bachelors,2016.0,Bangalore,3.0,28.0,Male,Yes,3.0,0.0
BACHELORS,2013.0,PUNE,1.0,30.0,Female,Yes,1.0,1.0
Bachelors,2013.0,Bangalore,3.0,30.0,Female,No,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,27.0,MALE,No,5.0,0.0
BACHELORS,2015.0,Pune,3.0,27.0,Male,No,5.0,0.0
Masters,2012.0,New Delhi,3.0,26.0,Female,,4.0,
Bachelors,2013.0,Pune,2.0,26.0,Male,Yes,4.0,22.207526878212015
Bachelors,2018.0,Bangalore,3.0,27.0,MALE,No,5.0,
PHD,2104.426204825029,,2.0,30.0,Female,No,4.0,1.0
Bachelors,2017.0,Bangalore,3.0,29.0,Male,No,3.0,0.0
Bachelors,2013.0,Bangalore,3.0,28.0,,No,1.0,22.207526878212015
Bachelors,2012.0,Bangalore,3.0,28.0,Male,Yes,2.0,0.0
Masters,2017.0,new delhi,1.0,140.47735463165102,Male,No,2.0,0.0
Bachelors,2017.0,New Delhi,2.0,26.0,Female,No,4.0,0.0
Masters,2013.0,Bangalore,1.0,29.0,Female,No,2.0,
Bachelors,2012.0,Pune,3.0,29.0,Male,No,5.0,0.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2015.0,Bangalore,,29.0,MALE,No,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,29.0,Male,No,3.0,1.0
Bachelors,2018.0,Bangalore,25.104331005232446,28.0,Male,No,0.0,1.0
,2012.0,Bangalore,3.0,27.0,Male,No,5.0,1.0
Bachelors,2017.0,New Delhi,2.0,-47.0,Male,No,4.0,
,,Pune,2.0,29.0,Female,No,1.0,1.0
Bachelors,2017.0,Bangalore,3.0,29.0,Male,No,4.0,0.0
Bachelors,2015.0,Pune,2.0,28.0,Female,no,3.0,1.0
,2104.426204825029,Bangalore,3.0,28.0,Male,NO,5.0,0.0
BACHELORS,2104.426204825029,Bangalore,3.0,,Male,No,0.0,0.0
Bachelors,2017.0,,3.0,30.0,,No,2.0,0.0
Bachelors,2017.0,New Delhi,2.0,140.47735463165102,Female,No,,0.0
Masters,2017.0,NEW DELHI,2.0,30.0,Female,No,2.0,0.0
Bachelors,2015.0,,2.0,29.0,Female,No,4.0,1.0
Bachelors,2014.0,,3.0,,Female,No,,22.207526878212015
Bachelors,2012.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Bachelors,2012.0,Bangalore,3.0,28.0,Female,No,4.0,0.0
Bachelors,2017.0,Bangalore,3.0,29.0,,No,5.0,
,2015.0,Bangalore,3.0,30.0,Male,Yes,3.0,0.0
Masters,2012.0,Pune,3.0,26.0,Male,No,4.0,1.0
Bachelors,2018.0,Bangalore,3.0,28.0,Male,NO,5.0,1.0
Bachelors,2017.0,New Delhi,3.0,30.0,Male,No,5.0,22.207526878212015
Bachelors,error,New Delhi,3.0,27.0,Female,No,5.0,0.0
Bachelors,2017.0,New Delhi,3.0,26.0,Female,No,4.0,0.0
Bachelors,2014.0,,3.0,27.0,Male,Yes,5.0,0.0
Bachelors,2014.0,bangalore,3.0,30.0,Male,No,0.0,0.0
Bachelors,2014.0,New Delhi,,30.0,Female,No,73.1163750232798,0.0
Bachelors,,New Delhi,3.0,29.0,Female,No,5.0,0.0
Bachelors,2014.0,Pune,3.0,26.0,Male,No,4.0,0.0
Bachelors,2015.0,Bangalore,3.0,27.0,Male,No,5.0,
Bachelors,2017.0,Pune,2.0,29.0,Female,No,4.0,1.0
Masters,2016.0,Pune,3.0,29.0,MALE,No,4.0,1.0
Bachelors,2017.0,Bangalore,3.0,26.0,Male,No,4.0,0.0
Masters,2017.0,New Delhi,3.0,26.0,Female,No,4.0,0.0
Masters,2012.0,New Delhi,3.0,29.0,Male,No,2.0,0.0
Bachelors,2013.0,Bangalore,3.0,27.0,Male,No,,0.0
Bachelors,2012.0,Pune,3.0,26.0,,,4.0,
Bachelors,2017.0,Bangalore,3.0,28.0,Female,No,2.0,1.0
Bachelors,2013.0,New Delhi,,30.0,Female,No,3.0,1.0
Masters,2017.0,Pune,2.0,26.0,Female,No,4.0,1.0
Bachelors,2013.0,Bangalore,3.0,26.0,Female,No,73.1163750232798,0.0
Masters,2017.0,New Delhi,2.0,28.0,Female,No,2.0,0.0
Bachelors,,New Delhi,2.0,,Male,No,5.0,0.0
PHD,2018.0,Bangalore,25.104331005232446,27.0,Male,No,5.0,1.0
Bachelors,2013.0,Bangalore,3.0,30.0,Female,No,1.0,0.0
masters,2013.0,New Delhi,3.0,30.0,Male,No,0.0,
Masters,2018.0,New Delhi,3.0,26.0,Female,No,4.0,1.0
Masters,2015.0,New Delhi,3.0,30.0,Male,No,2.0,22.207526878212015
Bachelors,2012.0,Bangalore,3.0,29.0,Male,No,4.0,0.0
Bachelors,2018.0,Bangalore,3.0,27.0,Male,Yes,5.0,1.0
Masters,2017.0,Pune,2.0,28.0,Male,NO,5.0,
Bachelors,2016.0,Pune,2.0,29.0,MALE,No,3.0,1.0
Bachelors,2015.0,Pune,2.0,27.0,,Yes,5.0,1.0
Bachelors,2014.0,Bangalore,3.0,29.0,Male,No,4.0,0.0
Bachelors,2014.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2018.0,Pune,3.0,28.0,Male,No,5.0,1.0
Bachelors,2012.0,Bangalore,3.0,140.47735463165102,Female,No,0.0,0.0
Masters,2017.0,Pune,2.0,28.0,Male,No,2.0,0.0
Masters,2015.0,Pune,2.0,27.0,Female,No,5.0,22.207526878212015
Bachelors,2013.0,Bangalore,25.104331005232446,26.0,Female,No,4.0,0.0
Bachelors,2014.0,Pune,3.0,29.0,Female,No,4.0,1.0
Masters,2016.0,New Delhi,3.0,30.0,Male,No,3.0,0.0
Bachelors,2014.0,Pune,1.0,26.0,Female,No,4.0,1.0
Bachelors,2012.0,Pune,2.0,27.0,Female,No,5.0,1.0
Bachelors,2017.0,Pune,3.0,30.0,Male,No,0.0,0.0
Bachelors,2013.0,Pune,error,27.0,Male,No,5.0,0.0
Bachelors,2104.426204825029,New Delhi,2.0,30.0,Male,No,4.0,0.0
Bachelors,2017.0,New Delhi,2.0,28.0,Female,No,4.0,0.0
NONE,2016.0,Bangalore,3.0,30.0,Female,No,5.0,0.0
Bachelors,2018.0,Bangalore,3.0,28.0,Male,No,1.0,1.0
Bachelors,2017.0,Pune,2.0,29.0,Male,,3.0,0.0
Bachelors,2017.0,New Delhi,2.0,30.0,Male,No,1.0,1.0
Bachelors,2015.0,Bangalore,3.0,27.0,Male,No,5.0,0.0
Bachelors,2013.0,Pune,3.0,,Male,No,0.0,0.0
Bachelors,2018.0,Bangalore,3.0,26.0,,Yes,4.0,1.0
Bachelors,2015.0,New Delhi,3.0,28.0,Female,No,3.0,0.0
Masters,2017.0,New Delhi,2.0,26.0,Female,Yes,,1.0
Bachelors,2016.0,Pune,2.0,30.0,Female,No,1.0,1.0
Masters,2014.0,New Delhi,3.0,-47.0,Male,No,0.0,0.0
,2015.0,Bangalore,3.0,28.0,Male,No,2.0,0.0
Masters,2015.0,Pune,2.0,30.0,Female,No,1.0,0.0
Masters,2017.0,New Delhi,,27.0,Female,No,,0.0
bachelors,2014.0,Bangalore,,26.0,Male,No,4.0,22.207526878212015
Bachelors,2013.0,Pune,3.0,27.0,Male,No,5.0,0.0
Bachelors,2016.0,Bangalore,3.0,,Male,No,1.0,1.0
Masters,2017.0,New Delhi,3.0,29.0,Male,No,2.0,0.0
Bachelors,2104.426204825029,Bangalore,25.104331005232446,30.0,,No,1.0,0.0
